	X		Y
   1.3804738e+00   1.0130021e+00
  -8.6101554e-01  -6.4170216e-01
  -5.4120204e-01  -3.4208699e-01
   8.1252286e-01  -3.9570084e-01
   1.1476302e-01  -9.8723493e-01
  -1.4039678e+00  -6.2876056e-01
   1.0291353e+00   7.9829772e-01
  -4.2716753e-01   1.1040092e-01
   4.4173513e-01  -1.4727579e+00
  -1.2851436e+00  -9.5530447e-03
   4.6660669e-01  -9.0183217e-01
  -3.2770365e-01   8.0932251e-02
  -1.0011663e+00  -4.3113929e-01
   3.7368606e-01  -2.7946850e+00
  -5.3267549e-01   8.7582184e-01
   1.2285503e+00  -1.9512029e+00
  -1.1200706e+00  -1.1792802e-01
  -9.7280167e-02  -1.7558029e+00
   1.7082323e-01   1.4427245e-01
  -2.0144767e+00  -7.1227695e-01
  -9.3945594e-01  -1.9599734e-02
  -1.9140532e-01   5.1361036e-01
   4.3990364e-01   1.1902660e+00
   1.5345974e+00  -7.4199965e-01
   4.7507049e-01   1.6948537e+00
   1.1545685e+00   4.3802214e-01
   1.0735474e+00   5.3813196e-01
   2.4861978e-01  -1.3148869e+00
   2.5974222e-01  -4.4364964e-01
   1.2070496e+00   1.7134620e-01
  -2.0255783e-01   2.2153203e-01
  -4.6262546e-01  -2.1137923e-01
  -3.5810537e-01  -6.5780511e-01
  -4.1958525e-01  -1.2378395e+00
  -1.6273054e+00   1.3381552e+00
   2.1088212e-01  -1.5661024e+00
   4.1187239e-01   1.0630592e-01
  -4.8996924e-01  -6.8863207e-01
  -1.6719573e-01   1.1355204e-01
   9.8187494e-01   5.6925524e-01
   5.5858474e-01  -1.4351152e+00
  -8.2984933e-01   1.2013064e+00
  -1.1517571e+00  -4.2856538e-01
   1.7360702e+00  -1.6327246e-01
   7.7159512e-01  -1.1941533e+00
   2.0024417e+00   4.0043272e-01
   4.5696552e-01   4.7430890e-01
  -5.6730870e-01   2.6009616e-01
   1.3780367e-01   5.2535677e-01
   7.9952760e-02  -1.1836153e+00
   4.0997973e-01  -5.8709392e-02
   1.0498170e+00   6.6373273e-01
   9.6517138e-01  -3.0053537e-01
   3.3775513e-01  -7.1700015e-01
  -1.2943398e+00   1.1327667e+00
   2.4154546e-01  -1.9307649e-01
  -5.0083162e-01   1.1919347e+00
   8.1041591e-01   3.8782804e-01
   2.0124737e-01  -9.7950516e-01
   2.2284629e-01   9.6660956e-01
  -1.9292167e+00  -2.8013555e-01
   1.8396490e+00   1.1534279e+00
  -3.2452810e-01   9.8433925e-01
  -1.5547731e+00  -1.5424384e+00
   3.6929363e-01   1.2049217e+00
   8.2446389e-01   6.5043621e-01
  -8.3780863e-01   1.8762152e+00
   4.8095304e-01   1.1564932e-01
  -2.3675015e-01  -3.2182489e-01
   7.6853170e-02   1.3188212e+00
   1.5735169e+00   3.2324155e-01
  -5.3213645e-01   2.4386910e-01
   1.9421520e+00   1.2362078e-01
  -4.3942197e-02   1.5692124e+00
  -5.6663483e-02   1.1085974e-01
  -3.2556963e-01  -1.2804669e+00
   3.3186723e-01  -3.6150979e-01
   2.1394263e-01   7.6391517e-01
   6.0942585e-01   5.9165717e-01
  -1.7363554e+00  -2.0374896e-01
   8.5626296e-02  -1.8296820e-01
   1.6579354e-01   1.3405245e+00
   1.8494102e+00   6.3237586e-01
   5.0198236e-01   4.2066878e-01
  -5.7738819e-01  -3.4267547e-01
   3.1184594e+00   3.5509276e-01
   3.4092094e-01   8.2916697e-01
  -3.2869095e-01   4.4418875e-01
  -9.4017942e-01  -5.6383630e-02
   6.3828183e-01  -4.1897623e-01
  -1.4636968e+00  -7.4027885e-01
   5.6181566e-01  -9.5149009e-01
  -2.1020442e+00   1.5121172e-01
  -2.8714622e-01   8.6460683e-01
   6.8807425e-02   2.1252882e-01
   1.2012617e-01  -2.0360401e-01
  -5.3859543e-01  -4.9630876e-01
  -1.5947380e+00   7.3173464e-02
   7.2285481e-01   4.6234057e-01
   1.7145267e-01  -3.2563311e-01
  -5.2500915e-01   6.5984895e-01
   9.0550097e-01   1.2872292e-01
   1.4958048e+00  -7.6026328e-01
   8.5450329e-01   1.3506134e+00
  -4.2415515e-01   1.1377702e+00
   1.2690159e-01   8.1614214e-01
  -1.3228869e+00  -2.0946871e+00
   1.2809965e+00   1.5733533e-01
   7.2879057e-01  -2.2498687e+00
   1.4975834e+00  -8.7352051e-01
  -7.2448140e-01   4.7554144e-01
  -2.9275989e-01   2.0010091e+00
  -7.8745120e-01   1.3316416e+00
   1.2941963e+00   4.6646740e-02
  -9.3163271e-01  -3.1292980e-01
   8.4195294e-01   4.8369790e-01
  -1.5862176e+00   2.1471222e+00
   1.4275754e-01   6.5259143e-01
   4.3320196e-01  -1.0475636e+00
   1.7322483e-01  -4.1661505e-01
  -8.3850118e-01   7.4240956e-01
   2.2506986e-01   7.1607559e-01
   3.2903765e-01  -5.1872502e-01
  -1.2762959e+00   7.5021008e-01
   1.5349541e+00  -2.5304253e-01
   3.5806071e-01  -3.7311547e-01
  -1.3753905e+00   8.2086510e-01
   1.1401064e-01  -1.6039819e+00
  -7.3866537e-01  -6.6941688e-01
   5.1804623e-01  -1.3167759e-01
   2.7229849e-01  -1.2446661e+00
  -1.2158062e+00  -1.5086497e+00
  -8.5794739e-01  -1.3603517e+00
   2.2717732e+00   2.1248718e-01
   3.3872785e-01   1.5601544e+00
  -7.8191917e-01   1.6770307e+00
   9.1391894e-01  -2.9494879e-01
  -6.4213289e-02  -8.6925175e-01
  -1.3853647e+00   1.2324343e+00
  -1.4842621e+00  -4.6170897e-01
  -3.1396850e-01  -3.1599163e-01
   1.0543213e-01  -1.6315688e+00
  -1.3568153e+00  -5.5905508e-01
  -3.8427871e-01  -2.2867416e+00
  -1.9505318e+00   7.8772604e-01
   7.7948727e-01  -1.3240154e+00
   1.9022084e+00  -5.7553429e-01
   1.5407861e+00   7.3239766e-01
  -6.4606840e-01   8.2445008e-02
  -3.8290191e-02   1.2008666e+00
   4.9852872e-01   1.0024292e-01
  -2.8706115e-02  -3.3446490e-01
   2.0359142e-01   9.3064546e-01
   1.3842634e+00  -4.0581860e-01
  -1.8900418e+00  -7.8648505e-01
   1.2398850e+00  -9.2832187e-01
   7.7043848e-01  -2.5747871e-01
  -2.2790432e+00  -5.6447233e-02
   1.0718925e+00  -8.4317280e-01
  -1.6804623e-01  -1.1182616e+00
  -1.0264115e+00  -3.7313274e-01
   4.2641191e-01   2.1218949e-01
   8.3973020e-01   3.3033749e-01
   1.9199016e-01  -2.6759325e-02
  -3.0077988e-01  -2.5258199e-01
   1.6416678e+00   2.6203806e-01
   5.8066890e-01   7.8493105e-01
  -7.1309047e-01  -1.2617599e+00
   3.5154453e-01   9.7068441e-01
   1.5503378e-01   3.1716968e-01
   2.9115694e-01   9.4850871e-04
  -2.2957990e+00   1.5755568e+00
  -1.0579450e+00   4.3894396e-01
  -1.8518617e+00   9.0452696e-01
  -3.6801314e-01  -1.7872933e-01
   1.6558002e+00  -3.4195702e-01
   1.0038645e+00  -1.7404624e-01
  -1.3482848e+00  -4.4794906e-01
   9.4054078e-01   6.5787539e-01
  -9.7579458e-01  -9.8166530e-01
  -6.3678394e-01   2.2214201e-01
  -6.6769084e-01  -1.1445745e-01
  -2.6752662e+00   1.2335318e+00
   5.6506576e-01   1.0103793e+00
   2.5641965e-01  -2.4161613e-01
   1.0774472e+00   4.3492966e-01
  -4.6364108e-01   3.0363515e-01
  -9.3748139e-01   9.2917290e-02
  -3.6537716e-01  -8.2368714e-01
   2.8451883e-01   5.3204027e-01
  -1.1869327e+00  -3.4658190e-01
  -3.7947855e-01  -5.1729377e-01
  -2.0331327e+00  -1.0486550e+00
  -3.8325268e-02   4.8394783e-01
  -2.5084262e+00  -4.6257736e-01
   1.4347334e+00   1.5271247e+00
  -5.6860587e-01   1.2057729e+00
  -2.1863213e+00  -6.2901971e-01
  -7.4625996e-01  -7.8929417e-01
  -1.6550609e+00   4.3859281e-01
   1.7074369e+00   1.1790150e-01
  -1.9684154e+00  -7.2125923e-01
  -1.7563967e+00   5.8045187e-01
   7.6374588e-01   1.0601074e-01
  -4.7808625e-01  -2.0479312e-01
  -3.2705802e+00  -5.5612353e-01
   3.4099960e-02  -7.8892516e-01
   5.1411475e-02  -3.3195120e-01
   8.6034325e-02  -8.3154798e-01
  -6.4034659e-01  -5.6835444e-01
   2.6555544e-01   5.6752072e-01
   2.9312129e-01  -1.6373130e-02
   1.5704451e+00   4.4648574e-01
   1.9656697e+00  -1.6280412e-01
  -1.8889834e+00  -4.2545872e-01
   9.1212919e-01   1.5003623e+00
   1.7887608e+00   6.5868043e-01
  -3.5640195e-01   1.0183112e+00
  -2.3613019e-01   5.2441575e-01
   1.1846864e+00   6.0990484e-01
  -6.5585007e-01   8.7444239e-01
  -1.1313896e-01   9.5803456e-01
  -5.2916204e-02   4.4240490e-01
  -8.3266978e-01   1.7607896e+00
  -1.2298790e+00  -1.0449727e+00
  -9.2738914e-01   3.3131419e-01
   1.3428607e+00   2.5900354e-01
   1.8273598e+00  -9.3379231e-01
   4.6832709e-01  -1.5272764e-02
  -6.4100964e-01   3.6940045e-01
  -9.9152998e-01   5.5790305e-01
  -1.6610643e+00   2.6391508e-01
  -1.3041383e+00  -2.3927785e-01
  -1.1560780e+00   6.7072623e-02
  -7.9404358e-02  -2.6070721e+00
   9.3394355e-02  -8.2663357e-02
  -1.7054504e+00  -1.0371092e-01
  -1.6517420e+00   1.2191721e-01
  -2.0678539e+00  -8.5132088e-02
   4.0431788e-01   2.1308602e-01
  -8.9651713e-01   1.7034449e+00
  -1.5030928e-01  -4.4696688e-01
   1.6598353e+00   1.6609880e+00
  -5.9166128e-01   7.3955782e-01
  -5.0886096e-01   2.5215626e-01
  -1.1382867e-01  -3.3478277e-01
   6.0203950e-01   3.2488699e-01
  -1.7494228e+00   4.6053477e-01
  -1.2776310e+00  -4.1699494e-01
  -1.2576805e+00  -4.7486250e-01
  -3.0351418e-01  -1.2536393e+00
  -7.2676527e-01   9.6335448e-02
   6.6034822e-01  -2.4290315e-01
   2.1974523e+00  -1.6663571e+00
   4.6873696e-01   4.9731058e-01
  -1.0288927e+00   4.1561455e-01
  -3.6791729e-01  -9.4807262e-01
   7.7330472e-01  -1.0656320e+00
   1.3017242e+00   5.4296520e-01
   8.3865802e-01  -5.6485339e-01
  -1.7925742e+00  -4.4081503e-01
  -6.1629255e-01   6.8012740e-01
   4.7935811e-01  -1.2266873e+00
  -3.9544341e-01   1.7991820e+00
  -1.4088587e+00   6.4626682e-02
  -6.6748773e-01  -8.8184875e-01
   2.7461775e-01   1.1227468e+00
   6.2278135e-02   1.9190676e-01
  -1.1558382e+00   9.0489211e-01
  -1.1827374e-01  -4.7505954e-01
  -8.0989300e-01   4.0055692e-01
   3.0593453e-01   5.2694896e-01
  -2.2095822e+00   3.1389310e-01
   1.6664479e+00   1.5203036e+00
   2.6593573e-01  -1.5610954e+00
  -1.9556924e-01   8.7418606e-01
   1.0616208e+00  -9.5985855e-01
  -3.4613682e-01  -1.5101163e+00
  -1.1456107e+00  -4.8748538e-01
   4.5036618e-01  -1.4515055e-01
   1.3728562e+00  -5.5290584e-01
   5.4786435e-01  -1.1600724e+00
   2.3521969e-02  -1.2807522e+00
   2.4252526e+00   4.0126620e-01
   1.5956666e-02  -3.0121762e-01
   2.4745583e+00   2.5812108e-01
  -4.1839524e-03   8.7041557e-02
  -2.2047047e-01   9.6867941e-02
  -1.8985955e-01  -1.2754608e-02
  -2.1652327e-01   1.5719187e+00
  -4.8777962e-01   2.1596529e-01
   9.4022835e-01   5.4468284e-01
   1.2916195e+00  -3.1603001e-01
   9.2984345e-02   5.9578809e-01
  -1.5779672e-01   6.2808551e-01
   5.8370890e-01   5.7390836e-01
   4.8745349e-01   5.4954858e-01
  -1.1269109e+00  -4.9674867e-01
   2.8464850e-01  -1.4774458e-01
   8.3757091e-01  -7.8093997e-01
  -4.0399034e-01   1.7965726e-01
   6.4206649e-01  -6.4413171e-01
   3.0279647e-01  -1.4567256e+00
   1.3163292e+00   3.6316908e-01
   1.1279051e+00   6.6458870e-01
   1.1058507e+00   3.4352400e-01
  -1.1204305e+00  -9.7925129e-03
  -7.2977600e-02  -1.3793003e+00
   2.3416528e-01  -1.2944849e+00
   1.2323366e+00  -1.7990046e-01
  -3.3321763e-01   9.6283202e-01
   4.1109950e-01   1.4892564e-01
  -1.4226347e-01   4.8208737e-01
  -1.9109191e-01  -4.6810449e-01
   6.1072392e-01  -2.0241096e+00
   6.0781798e-01   5.3358906e-01
  -7.2016133e-01   4.3515624e-01
  -1.1688684e-01  -1.4389662e+00
   3.6498691e-02   4.8435542e-01
   6.7662944e-01  -1.4698453e+00
  -8.6407004e-01  -7.5217301e-02
   9.2570431e-01  -1.0923619e+00
  -5.7937456e-01   1.2274031e+00
   7.6778435e-01   4.0887547e-01
  -5.2808166e-02   8.9580089e-01
   7.8280028e-01   6.0527150e-01
   2.0010528e-01  -8.6813158e-01
  -9.4862703e-01  -1.0684575e+00
   4.0021952e-01  -3.2812689e-01
  -1.0159607e+00   4.2106982e-01
  -1.7205502e+00  -9.3849235e-01
   5.8040942e-01   5.6921306e-01
  -3.3256827e-01  -7.1312156e-02
   8.2806106e-01  -4.7291296e-01
   7.9407476e-01  -1.5453819e-01
   1.0291689e+00   1.1687220e+00
  -9.8631892e-01   1.6349154e+00
   9.4337252e-01   1.4114003e-01
   3.7815726e-02  -1.6305225e+00
  -1.0132974e+00  -9.4702600e-01
   9.8134860e-01  -1.9676524e+00
   1.5760776e+00  -1.2393774e+00
  -1.1990827e+00  -1.5044859e+00
   6.8282903e-01   5.0578572e-01
   4.5230325e-01  -3.7442931e-01
  -9.6241696e-01   2.4012018e-01
   1.7218608e+00   3.3465213e-01
  -2.3874801e+00  -9.9697434e-01
  -1.3341160e+00  -1.7906512e+00
  -8.1424301e-01  -3.7515883e-01
  -5.5622780e-01   8.3311342e-01
  -3.3346908e-01   7.8938961e-02
  -5.6770242e-01  -6.9144019e-01
  -9.5134357e-01  -9.4376559e-02
  -1.9445428e+00   2.2124683e-01
   2.1290693e-01   1.5212352e+00
  -9.0029295e-01  -4.2643546e-01
   1.7916386e+00  -1.0140038e+00
  -8.0127166e-01  -9.1062681e-01
  -7.3734384e-01  -1.6328521e+00
  -1.2062280e+00  -1.1312778e+00
   2.5247718e+00  -5.4132494e-02
   1.4757221e-01  -9.8332316e-01
  -6.0475528e-02  -2.2472633e+00
  -5.8303231e-01   1.0909205e+00
  -3.8704295e-01   6.7047841e-01
  -2.2789379e+00  -2.2235795e+00
  -1.7337120e+00   9.9715266e-01
  -3.1523124e-02  -9.4285091e-01
  -1.1712402e+00  -4.1736174e-03
   6.9829822e-02  -1.1623716e+00
   7.8848869e-01   1.8480570e-01
   7.0735276e-01   2.2634263e-01
  -2.8257733e-01   2.7147337e-01
   3.0829066e-01  -9.3345141e-02
  -1.4768112e+00  -1.2495161e+00
   3.1185843e+00   3.9191349e-02
   2.9252535e+00   7.3535123e-02
   2.9779005e+00   1.1231742e-01
   3.1009271e+00   1.5600101e-01
   2.9883370e+00   1.8801023e-01
   2.9665974e+00   2.2410100e-01
   2.9125633e+00   2.5686531e-01
   2.8721438e+00   2.8971605e-01
   2.7874009e+00   3.1659864e-01
   3.0021442e+00   3.7925901e-01
   2.8913250e+00   4.0223324e-01
   3.1123306e+00   4.7291850e-01
   2.9377974e+00   4.8424227e-01
   2.9356942e+00   5.2186958e-01
   3.1290301e+00   5.9689441e-01
   2.9061003e+00   5.9230927e-01
   2.9745447e+00   6.4529335e-01
   2.8897298e+00   6.6502208e-01
   2.9131985e+00   7.0908401e-01
   3.0562858e+00   7.8472082e-01
   2.8127937e+00   7.6000343e-01
   3.0067233e+00   8.5308455e-01
   3.0449105e+00   9.0541306e-01
   2.7870740e+00   8.6700975e-01
   2.8387543e+00   9.2236717e-01
   2.8229854e+00   9.5662627e-01
   2.9184033e+00   1.0300227e+00
   2.8343329e+00   1.0405854e+00
   2.8222374e+00   1.0765790e+00
   2.7307926e+00   1.0811973e+00
   2.7434318e+00   1.1262822e+00
   2.7655617e+00   1.1761906e+00
   2.7944652e+00   1.2301763e+00
   2.6346437e+00   1.1995658e+00
   2.7026819e+00   1.2717856e+00
   2.5979637e+00   1.2626243e+00
   2.8488047e+00   1.4290636e+00
   2.7859959e+00   1.4416564e+00
   2.5427330e+00   1.3565526e+00
   2.5090108e+00   1.3793404e+00
   2.5362286e+00   1.4360980e+00
   2.6789552e+00   1.5616940e+00
   2.5502403e+00   1.5299168e+00
   2.3979106e+00   1.4798237e+00
   2.5187136e+00   1.5984243e+00
   2.5449987e+00   1.6603300e+00
   2.5955285e+00   1.7401802e+00
   2.5266448e+00   1.7404134e+00
   2.3288403e+00   1.6476907e+00
   2.5111778e+00   1.8244775e+00
   2.4030798e+00   1.7925057e+00
   2.3951927e+00   1.8339141e+00
   2.2934355e+00   1.8021646e+00
   2.1732414e+00   1.7523326e+00
   2.1896534e+00   1.8114388e+00
   2.2220181e+00   1.8857423e+00
   2.3983338e+00   2.0877812e+00
   2.1265964e+00   1.8987268e+00
   2.2312869e+00   2.0431653e+00
   2.0669001e+00   1.9409484e+00
   2.1804251e+00   2.0997364e+00
   2.1380581e+00   2.1113579e+00
   2.0936985e+00   2.1201753e+00
   2.1086007e+00   2.1896300e+00
   2.1431061e+00   2.2821762e+00
   2.1015645e+00   2.2950631e+00
   2.0256223e+00   2.2687208e+00
   2.0315074e+00   2.3336895e+00
   1.9025999e+00   2.2418820e+00
   1.9186818e+00   2.3192879e+00
   1.8685543e+00   2.3173795e+00
   1.8458793e+00   2.3490669e+00
   1.9279865e+00   2.5180564e+00
   1.8125631e+00   2.4299692e+00
   1.7478520e+00   2.4057120e+00
   1.6589632e+00   2.3447728e+00
   1.7237001e+00   2.5023813e+00
   1.7100630e+00   2.5506078e+00
   1.6262396e+00   2.4927441e+00
   1.6737641e+00   2.6374301e+00
   1.5059597e+00   2.4402615e+00
   1.5234568e+00   2.5394721e+00
   1.5225358e+00   2.6117826e+00
   1.4392299e+00   2.5417597e+00
   1.4885661e+00   2.7076916e+00
   1.3446553e+00   2.5204327e+00
   1.3556441e+00   2.6197774e+00
   1.2970584e+00   2.5856556e+00
   1.3260387e+00   2.7284446e+00
   1.2727452e+00   2.7047211e+00
   1.2606118e+00   2.7687209e+00
   1.1921326e+00   2.7080452e+00
   1.1711206e+00   2.7536407e+00
   1.1908100e+00   2.9006105e+00
   1.0913275e+00   2.7563787e+00
   1.0216666e+00   2.6782852e+00
   1.0483611e+00   2.8555122e+00
   9.7221949e-01   2.7546272e+00
   9.6092243e-01   2.8356633e+00
   8.8492526e-01   2.7235199e+00
   8.6843586e-01   2.7916583e+00
   8.9036275e-01   2.9942962e+00
   8.1241593e-01   2.8633855e+00
   7.9446040e-01   2.9403199e+00
   7.3120205e-01   2.8478439e+00
   7.0683649e-01   2.9039648e+00
   7.1711160e-01   3.1160751e+00
   6.5750076e-01   3.0308160e+00
   6.0351727e-01   2.9610911e+00
   5.5958968e-01   2.9334718e+00
   5.3367410e-01   3.0020986e+00
   4.9536201e-01   3.0052585e+00
   4.5886142e-01   3.0198194e+00
   4.0944180e-01   2.9431414e+00
   3.8586703e-01   3.0544521e+00
   3.4461306e-01   3.0340457e+00
   2.7973495e-01   2.7731947e+00
   2.7140536e-01   3.0774311e+00
   2.2826684e-01   3.0217439e+00
   1.9120392e-01   3.0390993e+00
   1.4897440e-01   2.9612550e+00
   1.0850806e-01   2.8769019e+00
   7.0678443e-02   2.8116138e+00
   3.7520927e-02   2.9856633e+00
   1.8210576e-16   2.9740127e+00
  -3.6991859e-02   2.9435637e+00
  -7.2719831e-02   2.8928209e+00
  -1.1311504e-01   2.9990482e+00
  -1.5280553e-01   3.0374087e+00
  -1.8433826e-01   2.9299727e+00
  -2.3228081e-01   3.0748799e+00
  -2.6736874e-01   3.0316603e+00
  -3.0241473e-01   2.9980341e+00
  -3.4282144e-01   3.0182720e+00
  -3.8050252e-01   3.0119876e+00
  -4.2258552e-01   3.0376208e+00
  -4.6932908e-01   3.0887082e+00
  -5.1161288e-01   3.1038492e+00
  -5.4381999e-01   3.0591727e+00
  -5.7942011e-01   3.0374266e+00
  -5.9826207e-01   2.9353070e+00
  -6.3261178e-01   2.9160877e+00
  -6.9886632e-01   3.0367936e+00
  -7.1366814e-01   2.9320320e+00
  -7.4780059e-01   2.9124910e+00
  -7.6475583e-01   2.8303825e+00
  -8.1866994e-01   2.8854279e+00
  -8.2981074e-01   2.7906594e+00
  -8.9445203e-01   2.8752895e+00
  -8.9094554e-01   2.7420484e+00
  -9.8070008e-01   2.8940267e+00
  -1.0007398e+00   2.8354348e+00
  -1.0392406e+00   2.8306700e+00
  -1.0674066e+00   2.7981920e+00
  -1.1035104e+00   2.7871492e+00
  -1.0694872e+00   2.6050887e+00
  -1.1893889e+00   2.7965946e+00
  -1.1837560e+00   2.6890170e+00
  -1.2336558e+00   2.7095166e+00
  -1.2459453e+00   2.6477684e+00
  -1.3711786e+00   2.8213242e+00
  -1.4012805e+00   2.7934199e+00
  -1.3521083e+00   2.6129446e+00
  -1.3868428e+00   2.5995092e+00
  -1.5083680e+00   2.7437112e+00
  -1.4389179e+00   2.5412086e+00
  -1.4667487e+00   2.5160846e+00
  -1.6308801e+00   2.7185376e+00
  -1.5543068e+00   2.5186032e+00
  -1.6082411e+00   2.5341825e+00
  -1.6356221e+00   2.5071259e+00
  -1.7086468e+00   2.5484955e+00
  -1.7490964e+00   2.5392504e+00
  -1.7422902e+00   2.4625470e+00
  -1.7581919e+00   2.4199436e+00
  -1.9336847e+00   2.5923481e+00
  -1.8712915e+00   2.4440096e+00
  -1.8755172e+00   2.3867841e+00
  -1.7521919e+00   2.1730670e+00
  -1.8805803e+00   2.2732310e+00
  -1.8624386e+00   2.1945589e+00
  -1.9765113e+00   2.2705128e+00
  -2.0880103e+00   2.3385962e+00
  -2.1838909e+00   2.3849695e+00
  -1.9813237e+00   2.1098954e+00
  -2.0655220e+00   2.1448959e+00
  -2.0191272e+00   2.0446611e+00
  -2.1937133e+00   2.1663181e+00
  -2.2294276e+00   2.1469255e+00
  -2.1780745e+00   2.0453481e+00
  -2.2056403e+00   2.0196810e+00
  -2.1081444e+00   1.8822520e+00
  -2.1807305e+00   1.8983546e+00
  -2.3698860e+00   2.0112321e+00
  -2.2983030e+00   1.9013216e+00
  -2.2269148e+00   1.7956106e+00
  -2.3682706e+00   1.8609695e+00
  -2.2851804e+00   1.7496816e+00
  -2.4141839e+00   1.8007884e+00
  -2.4212122e+00   1.7591136e+00
  -2.4137269e+00   1.7077493e+00
  -2.5190999e+00   1.7352162e+00
  -2.5642789e+00   1.7192288e+00
  -2.3687661e+00   1.5453577e+00
  -2.4816843e+00   1.5749247e+00
  -2.4561589e+00   1.5157705e+00
